Date,AAPL,GOOG,TSLA,KO,OXY,BAC
2022-05-09,0.0007964724541127833,-0.00220365826423519,-0.0009898432271871769,0.0035372490581709838,0.004628458922563125,-0.0017492230838706312
2022-05-10,0.00135444180059607,-0.001670635479475712,-0.00011730438682138605,0.002921660880657132,0.005091168060437731,-0.002819766739798484
2022-05-11,0.0007337995999615555,-0.001071550416619071,-0.0040715766225672585,0.003114693348672712,0.007669749916210625,-0.002204185333015864
2022-05-12,-0.0002580994303120884,-0.0010107171382960902,-0.003663560086397892,0.003306521308621621,0.007792109652570902,-0.002092599965032007
2022-05-13,-0.0003137389534188474,-0.0011162187312130176,-0.0032295008718547877,0.0035764381809304108,0.009365590663104603,-0.0027760435750450504
2022-05-16,-0.0005724859975003256,-0.0013906069198596667,-0.0053153782361673365,0.0036421228527748458,0.011044815666026955,-0.0022099065901684083
2022-05-17,-0.00041917557794477703,-0.0018398630715927662,-0.004781634916884142,0.002732383165098091,0.00933598748607133,-0.0011342633926480356
2022-05-18,-0.0009544996031982302,-0.0021057868937954163,-0.006255559645736167,0.002269445620198487,0.010110947974807872,-0.0007525477472872062
2022-05-19,-0.0014311578863212583,-0.0022554962853052534,-0.005187859342089195,0.0015610685614395135,0.01072145665064526,-0.0008081356247919618
2022-05-20,-0.0012044993259515222,-0.002199093941812182,-0.00670105417723439,0.001630465470905474,0.009705165636751646,-0.00132214292779217
2022-05-23,-0.0004613536936526018,-0.0018232028290711142,-0.00744628669299921,0.002299473150078399,0.009257901330797656,0.0007928761430693967
2022-05-24,-0.00044123265034173246,-0.0026632942345297854,-0.008378713785619593,0.002770482448298586,0.007057659775229245,0.0005279933733184504
2022-05-25,-0.0007947173904779802,-0.002735788148357576,-0.006648207739010589,0.0022631035326981987,0.008492605640708273,-2.876973243770911e-06
2022-05-26,-0.0014487098374812175,-0.002484852109846422,-0.0058235175295771584,0.001470548214847291,0.0079995863641497,0.00038230784541410864
2022-05-27,-0.0012307100724445277,-0.002083598642645215,-0.00539278154438997,0.0012724669855645042,0.0082294765001268,0.0005402591223429992
2022-05-31,-0.0007076628808779929,-0.0012245331059448283,-0.00464540190257794,0.0003895558992619996,0.0074529014199122825,0.001525059828275372
2022-06-01,-0.000383052737858013,-0.0011128283511575186,-0.005592147864158585,0.0006696109167015883,0.007144919850881613,0.00019863971503187704
2022-06-02,-0.0004039435999617924,-0.0008057765205956671,-0.00495550614372461,0.0006420206870022063,0.007032509042293734,-0.0005082454946768011
2022-06-03,-0.0008986551649911119,-0.0004863777168830261,-0.0052373119176441565,0.00013362600790209843,0.007446869587424439,-0.0005775601005900996
2022-06-06,-0.0013305162892116532,0.0003445219624652017,-0.006765603491198298,-0.00037262230392389535,0.007582324436932684,-0.000533415735210725
2022-06-07,-0.0015114886879634764,0.00033492193250135485,-0.009000522220232118,-0.00046244655935341237,0.008021931663888267,-0.00031984411958475574
2022-06-08,-0.0011470309850733001,-4.4765624347687044e-05,-0.007219674947957895,-0.0006541723116704726,0.008942786372401375,-2.2305348902390077e-05
2022-06-09,-0.0012902689195643739,0.00012847945590271502,-0.003946402533364063,-0.0008512657358828341,0.007150959684223504,-0.000625875100367533
2022-06-10,-0.001079681060107065,0.0015354156430632498,-0.0033111154637570925,-0.0007231947953019991,0.007282141277524232,-0.000721957734356024
2022-06-13,-0.001168567084327072,0.001218271398897415,-0.0012154285657791468,-4.5586931362001214e-05,0.00731584080675002,-0.0003628715266786259
2022-06-14,-0.0010580777109471485,0.0013674049463739974,-0.001695578257771951,-0.0010205868971310552,0.008265990571116655,-0.0009040526646699894
2022-06-15,-0.0008566896592575313,0.0014173219600311108,-0.0017193164230954877,-0.00030157754619011346,0.004753891017841801,-0.0009880789555991453
2022-06-16,-0.0008512947202392743,0.0013922405238053358,-0.0019835359998590808,0.0001839376796994984,0.00404699786150924,-0.0012057335409321585
2022-06-17,-0.0005602217862552975,0.0015389067996071067,-0.0006594765258686255,-0.00032174506882079543,0.0032500655109211937,-0.00183535781473623
2022-06-21,-0.00041206731974512655,0.0021286593632383723,0.0007817471133501272,-0.00020415246803565665,0.0021650673293376254,-0.001536153669676903
2022-06-22,-0.0008238439156932178,0.0022745432478792505,0.0006010977361475657,-0.0001517535490695454,-0.0005592487404626808,-0.0018300224017298544
2022-06-23,-0.0008084876687078761,0.0017259508227963764,0.00016938259217780466,-0.0003812734278818494,0.00103560564105121,-0.002641918440361727
2022-06-24,-0.0018223937286196174,0.0019488139612982942,-0.0010248755464235708,-3.5524461609101794e-05,-0.0001635385842231928,-0.002669531250519878
2022-06-27,-0.0007085315773470046,0.0010897840865790433,0.0006538413115840935,-0.0005222850451363503,-0.0002902705843611909,-0.0028174594914081425
2022-06-28,-2.151540901821963e-06,0.000929455558883098,0.0005955484130880113,-0.0005531467962907358,0.00234423139787497,-0.0019592679989107113
2022-06-29,0.0004232649274299668,0.0008505895413132584,-0.00010346666237488018,-0.000429905245802633,-0.0009170096422910477,-0.0017606111075690674
2022-06-30,0.00039249076015190855,0.0006968011060356706,0.0015938541543506777,-0.0003639161329424597,-0.0026483297054359593,-0.0020295580436930673
2022-07-01,0.0005103674016573192,0.0004498834199831406,0.0009727240731794346,0.0007732405631346871,-0.0014889528534390837,-0.0024666436326152745
2022-07-05,0.0011641697438636853,0.0014141068753281438,0.001196758803009906,0.001442952230982347,-0.0019369998488258868,-0.0029068019209433048
2022-07-06,0.0018793262158507235,0.0018731635859943491,0.0003636948765747942,0.001998212367136859,-0.0020733629591218163,-0.003035881148149609
2022-07-07,0.0019776116380303263,0.00280816958524192,0.0031985286306546214,0.0010005927205303188,-0.0009369363252776878,-0.001973015515946131
2022-07-08,0.0016427263416389716,0.0031726366484491958,0.004894616959869043,0.00038106911670238766,-0.0018074411487100034,-0.0034232817678904633
