,^GSPC,^TNX,Date,Ticker,Price_Stock,Price_Log_Return,polarity_score
0,0.005053380704236332,0.06250741952758354,2022-03-25,AAPL,174.72000122070312,0.0037271403022636207,0.14015333333333332
1,0.007119551020043247,-0.006037492518996657,2022-03-28,AAPL,175.60000610351562,0.005024016415912769,0.19983898305084746
2,0.012182044101392009,-0.03157937264686983,2022-03-29,AAPL,178.9600067138672,0.01895363873881717,0.22037500000000002
3,-0.0063135889990899585,-0.01765495798858452,2022-03-30,AAPL,177.77000427246094,-0.006671750729656978,0.18391666666666667
4,-0.0157763352268816,-0.01323397658424652,2022-03-31,AAPL,174.61000061035156,-0.017935684938688468,0.21339500000000003
5,0.003404420961462762,0.021259385179061674,2022-04-01,AAPL,174.30999755859375,-0.0017196098088927414,0.18562333333333333
6,0.00805838253213409,0.014617026654362597,2022-04-04,AAPL,178.44000244140625,0.023417114721351773,0.247065
7,-0.012631159074006248,0.05798727992569408,2022-04-05,AAPL,175.05999755859375,-0.01912366558382761,0.20581666666666668
8,-0.009764433912478054,0.020523459449869663,2022-04-06,AAPL,171.8300018310547,-0.01862313174332808,0.11383333333333333
9,0.004244365552036555,0.01634705989763352,2022-04-07,AAPL,172.13999938964844,0.0018024690608058336,0.24760333333333331
10,-0.002654546675552538,0.022741001846927733,2022-04-08,AAPL,170.08999633789062,-0.011980408480080307,0.16023898305084747
11,-0.01702133458469568,0.024395861940049057,2022-04-11,AAPL,165.75,-0.025847058129606637,0.30245
12,-0.003423300530453588,-0.019982524293112203,2022-04-12,AAPL,167.66000366210938,0.011457511986214364,0.17858474576271186
13,0.011112603268902177,-0.014043049997609525,2022-04-13,AAPL,170.39999389648438,0.016210437524274646,0.10683
14,-0.012218480383507924,0.05114442919420281,2022-04-14,AAPL,165.2899932861328,-0.030447112265913567,0.21801666666666666
15,-0.00020488927240691623,0.011950904821047326,2022-04-18,AAPL,165.07000732421875,-0.0013317955807181647,0.18844166666666667
16,0.015930044749387307,0.017662837508861884,2022-04-19,AAPL,167.39999389648438,0.014016450864878571,0.15593833333333332
17,-0.0006186664061829106,-0.02537949269344586,2022-04-20,AAPL,167.22999572753906,-0.0010160367500882117,0.209595
18,-0.014862855551310616,0.026751687896871434,2022-04-21,AAPL,166.4199981689453,-0.004855382374947759,0.20072333333333334
19,-0.02813207637736781,-0.003778179486290112,2022-04-22,AAPL,161.7899932861328,-0.028215545949844767,0.13513166666666668
20,0.0056817651441125605,-0.027915254873360107,2022-04-25,AAPL,162.8800048828125,0.006714606820305669,0.18667333333333333
21,-0.028550008928597492,-0.019293167325613814,2022-04-26,AAPL,156.8000030517578,-0.038042635961083704,0.08921166666666666
22,0.0020958490249647355,0.016458333064476527,2022-04-27,AAPL,156.57000732421875,-0.0014678862764219147,0.09392166666666667
23,0.024445655340832317,0.01584255557577574,2022-04-28,AAPL,163.63999938964844,0.04416564822872804,0.07437000000000002
24,-0.03695915978469522,0.008347932947291081,2022-04-29,AAPL,157.64999389648438,-0.037291542055894134,0.1458783333333333
25,0.005659199293818418,0.03706015309383792,2022-05-02,AAPL,157.9600067138672,0.0019645316465775053,0.180285
26,0.004825465075359858,-0.0120888016205698,2022-05-03,AAPL,159.47999572753906,0.009576616801167503,0.15765166666666666
27,0.029425221557326964,-0.014633571375547438,2022-05-04,AAPL,166.02000427246094,0.040189793038299726,0.26410833333333333
28,-0.036300677564099715,0.04981806562493629,2022-05-05,AAPL,156.77000427246094,-0.05732849842801446,0.1172406779661017
29,-0.005690384413952643,0.01842027290171311,2022-05-06,AAPL,157.27999877929688,0.003247858304027851,0.21333333333333335
30,-0.03256151953960362,-0.014189180671138502,2022-05-09,AAPL,152.05999755859375,-0.033752484892773715,0.14180333333333334
31,0.002454881760408867,-0.02832862863654384,2022-05-10,AAPL,154.50999450683594,0.015983619865422405,0.149185
32,-0.01660023209569772,-0.024350214355319366,2022-05-11,AAPL,146.5,-0.05323335515304528,0.06076666666666666
33,-0.0012968049941122217,-0.03625356696323778,2022-05-12,AAPL,142.55999755859375,-0.027262481860088172,0.13676166666666667
34,0.023589267956868554,0.041034976035840165,2022-05-13,AAPL,147.11000061035156,0.031417663814033325,0.22447999999999999
35,-0.003954208517722435,-0.019959316729495358,2022-05-16,AAPL,145.5399932861328,-0.010729693622863579,0.17355833333333334
36,0.019968919581462075,0.031140186400785863,2022-05-17,AAPL,149.24000549316406,0.025104868372338274,0.18080666666666667
37,-0.041233809291247425,-0.028016871522343445,2022-05-18,AAPL,140.82000732421875,-0.05807325405834529,0.129675
38,-0.005850864777348974,-0.010799582144404907,2022-05-19,AAPL,137.35000610351562,-0.024950074123233357,0.108525
