Date,^GSPC,^TNX
2022-03-25,0.005053380704236332,0.06250741952758354
2022-03-28,0.007119551020043247,-0.006037492518996657
2022-03-29,0.012182044101392009,-0.03157937264686983
2022-03-30,-0.0063135889990899585,-0.01765495798858452
2022-03-31,-0.0157763352268816,-0.01323397658424652
2022-04-01,0.003404420961462762,0.021259385179061674
2022-04-04,0.00805838253213409,0.014617026654362597
2022-04-05,-0.012631159074006248,0.05798727992569408
2022-04-06,-0.009764433912478054,0.020523459449869663
2022-04-07,0.004244365552036555,0.01634705989763352
2022-04-08,-0.002654546675552538,0.022741001846927733
2022-04-11,-0.01702133458469568,0.024395861940049057
2022-04-12,-0.003423300530453588,-0.019982524293112203
2022-04-13,0.011112603268902177,-0.014043049997609525
2022-04-14,-0.012218480383507924,0.05114442919420281
2022-04-18,-0.00020488927240691623,0.011950904821047326
2022-04-19,0.015930044749387307,0.017662837508861884
2022-04-20,-0.0006186664061829106,-0.02537949269344586
2022-04-21,-0.014862855551310616,0.026751687896871434
2022-04-22,-0.02813207637736781,-0.003778179486290112
2022-04-25,0.0056817651441125605,-0.027915254873360107
2022-04-26,-0.028550008928597492,-0.019293167325613814
2022-04-27,0.0020958490249647355,0.016458333064476527
2022-04-28,0.024445655340832317,0.01584255557577574
2022-04-29,-0.03695915978469522,0.008347932947291081
2022-05-02,0.005659199293818418,0.03706015309383792
2022-05-03,0.004825465075359858,-0.0120888016205698
2022-05-04,0.029425221557326964,-0.014633571375547438
2022-05-05,-0.036300677564099715,0.04981806562493629
2022-05-06,-0.005690384413952643,0.01842027290171311
2022-05-09,-0.03256151953960362,-0.014189180671138502
2022-05-10,0.002454881760408867,-0.02832862863654384
2022-05-11,-0.01660023209569772,-0.024350214355319366
2022-05-12,-0.0012968049941122217,-0.03625356696323778
2022-05-13,0.023589267956868554,0.041034976035840165
2022-05-16,-0.003954208517722435,-0.019959316729495358
2022-05-17,0.019968919581462075,0.031140186400785863
2022-05-18,-0.041233809291247425,-0.028016871522343445
2022-05-19,-0.005850864777348974,-0.010799582144404907
2022-05-20,0.0001461310919914638,-0.02410612250446853
2022-05-23,0.018384995412059624,0.025506174714586383
2022-05-24,-0.008153950903556861,-0.03524122572510535
2022-05-25,0.009406385648931703,-0.003993440724930908
2022-05-26,0.019688166007719943,0.0025431328281957377
2022-05-27,0.024441130195821614,-0.0047281452958947146
2022-05-31,-0.006294135193666506,0.03615932440473024
2022-06-01,-0.007510905041154814,0.030132112290687685
2022-06-02,0.018263225415545037,-0.0061601451320183465
2022-06-03,-0.01648240560981762,0.014991732031108151
2022-06-06,0.003132489407036587,0.027024192656485813
2022-06-07,0.009478331531719064,-0.02196435162470678
2022-06-08,-0.010852623040154441,0.01899745882073023
2022-06-09,-0.024086457665156047,0.004939864021471063
2022-06-10,-0.0295424148114094,0.036132960403165715
2022-06-13,-0.039539931990040245,0.06441970611637693
2022-06-14,-0.0037808180394893753,0.034168925814695106
2022-06-15,0.014487058836534672,-0.02559024749126415
2022-06-16,-0.03305220711384038,-0.02626234504009428
2022-06-17,0.0021984473410121552,-0.020776744841869643
2022-06-21,0.02418247496067316,0.020776744841869643
2022-06-22,-0.0013024200953584142,-0.0467360393997136
2022-06-23,0.009487072485557135,-0.028279461958391705
2022-06-24,0.0301055397299006,0.018408374194015753
2022-06-27,-0.0029774998903402405,0.021839768395954362
2022-06-28,-0.02034867314949551,0.0037500305647963916
2022-06-29,-0.0007119988201722549,-0.03588260941283483
2022-06-30,-0.008797866246368358,-0.03990638502890698
2022-07-01,0.0104985112966407,-0.028324687350017363
2022-07-05,0.001582875106192816,-0.02808184680314252
2022-07-06,0.003566795705065573,0.0363549610902727
2022-07-07,0.0148537231809307,0.03209185720214003
2022-07-08,-0.0008306163961275814,0.03044929102947269
2022-07-11,-0.01159441766052538,-0.036116904272255335
2022-07-12,-0.009286868497493828,-0.011094413014732574
2022-07-13,-0.004466864111815738,-0.018424233520150546
2022-07-14,-0.0030031388127653713,0.019100169154498747
2022-07-15,0.01901923165863373,-0.010186835410455952
2022-07-18,-0.008398742485836053,0.010186835410455952
2022-07-19,0.027253517643730518,0.019736387191126692
2022-07-20,0.005878493941057883,0.005615195516504912
2022-07-21,0.009813066689504879,-0.04238775325260846
2022-07-22,-0.009376287293813235,-0.04462363087615717
