Date,^GSPC,^TNX
2022-09-14,3946.010009765625,3.4119999408721924
2022-09-15,3901.35009765625,3.4590001106262207
2022-09-16,3873.330078125,3.447999954223633
2022-09-19,3899.889892578125,3.490000009536743
2022-09-20,3855.929931640625,3.571000099182129
2022-09-21,3789.929931640625,3.509999990463257
2022-09-22,3757.989990234375,3.7079999446868896
2022-09-23,3693.22998046875,3.697000026702881
2022-09-26,3655.0400390625,3.878000020980835
2022-09-27,3647.2900390625,3.9639999866485596
2022-09-28,3719.0400390625,3.7049999237060547
2022-09-29,3640.469970703125,3.746999979019165
2022-09-30,3585.6201171875,3.803999900817871
2022-10-03,3678.429931640625,3.6510000228881836
2022-10-04,3790.929931640625,3.617000102996826
2022-10-05,3783.280029296875,3.759000062942505
2022-10-06,3744.52001953125,3.8259999752044678
2022-10-07,3639.659912109375,3.882999897003174
2022-10-10,3612.389892578125,3.888000011444092
2022-10-11,3588.840087890625,3.938999891281128
2022-10-12,3577.030029296875,3.9019999504089355
2022-10-13,3669.909912109375,3.9519999027252197
2022-10-14,3583.070068359375,4.010000228881836
2022-10-17,3677.949951171875,4.014999866485596
2022-10-18,3719.97998046875,3.997999906539917
2022-10-19,3695.159912109375,4.126999855041504
2022-10-20,3665.780029296875,4.22599983215332
2022-10-21,3752.75,4.2129998207092285
2022-10-24,3797.340087890625,4.234000205993652
2022-10-25,3859.110107421875,4.107999801635742
2022-10-26,3830.60009765625,4.014999866485596
2022-10-27,3807.300048828125,3.937000036239624
2022-10-28,3901.06005859375,4.010000228881836
2022-10-31,3871.97998046875,4.077000141143799
2022-11-01,3856.10009765625,4.052000045776367
2022-11-02,3759.68994140625,4.059000015258789
2022-11-03,3719.889892578125,4.124000072479248
2022-11-04,3770.550048828125,4.156000137329102
2022-11-07,3806.800048828125,4.214000225067139
2022-11-08,3828.110107421875,4.125999927520752
2022-11-09,3748.570068359375,4.151000022888184
2022-11-10,3956.3701171875,3.8289999961853027
2022-11-11,3992.929931640625,3.812999963760376
2022-11-14,3957.25,3.865000009536743
2022-11-15,3991.72998046875,3.7990000247955322
2022-11-16,3958.7900390625,3.691999912261963
2022-11-17,3946.56005859375,3.7750000953674316
2022-11-18,3965.340087890625,3.818000078201294
2022-11-21,3949.93994140625,3.825000047683716
2022-11-22,4003.580078125,3.757999897003174
2022-11-23,4027.260009765625,3.7060000896453857
2022-11-25,4026.1201171875,3.690999984741211
2022-11-28,3963.93994140625,3.703000068664551
2022-11-29,3957.6298828125,3.747999906539917
2022-11-30,4080.110107421875,3.703000068664551
2022-12-01,4076.570068359375,3.5290000438690186
2022-12-02,4071.699951171875,3.50600004196167
2022-12-05,3998.840087890625,3.5989999771118164
2022-12-06,3941.260009765625,3.513000011444092
2022-12-07,3933.919921875,3.4079999923706055
2022-12-08,3963.510009765625,3.490999937057495
2022-12-09,3934.3798828125,3.566999912261963
2022-12-12,3990.56005859375,3.6110000610351562
2022-12-13,4019.64990234375,3.500999927520752
2022-12-14,3995.320068359375,3.503000020980835
2022-12-15,3895.75,3.450000047683716
2022-12-16,3852.360107421875,3.4820001125335693
2022-12-19,3817.659912109375,3.5810000896453857
2022-12-20,3821.6201171875,3.684000015258789
2022-12-21,3878.43994140625,3.684000015258789
2022-12-22,3822.389892578125,3.6689999103546143
2022-12-23,3844.820068359375,3.750999927520752
2022-12-27,3829.25,3.859999895095825
2022-12-28,3783.219970703125,3.88700008392334
2022-12-29,3849.280029296875,3.8350000381469727
2022-12-30,3839.5,3.878999948501587
2023-01-03,3824.139892578125,3.7929999828338623
2023-01-04,3852.969970703125,3.7090001106262207
2023-01-05,3808.10009765625,3.7200000286102295
2023-01-06,3895.080078125,3.569000005722046
2023-01-09,3892.090087890625,3.5169999599456787
2023-01-10,3919.25,3.621000051498413
2023-01-11,3969.610107421875,3.553999900817871
2023-01-12,3983.169921875,3.4489998817443848
2023-01-13,3999.090087890625,3.510999917984009
2023-01-17,3990.969970703125,3.5350000858306885
2023-01-18,3928.860107421875,3.375
2023-01-19,3898.85009765625,3.3970000743865967
2023-01-20,3972.610107421875,3.4839999675750732
2023-01-23,4019.81005859375,3.5250000953674316
2023-01-24,4016.949951171875,3.4690001010894775
2023-01-25,4016.219970703125,3.4619998931884766
2023-01-26,4060.429931640625,3.493000030517578
2023-01-27,4070.56005859375,3.5179998874664307
2023-01-30,4017.77001953125,3.5510001182556152
2023-01-31,4076.60009765625,3.5290000438690186
2023-02-01,4119.2099609375,3.3970000743865967
2023-02-02,4179.759765625,3.3959999084472656
2023-02-03,4136.47998046875,3.5320000648498535
2023-02-06,4111.080078125,3.634000062942505
2023-02-07,4164.0,3.6740000247955322
2023-02-08,4117.85986328125,3.6530001163482666
2023-02-09,4081.5,3.683000087738037
2023-02-10,4090.4599609375,3.74399995803833
2023-02-13,4137.2900390625,3.7170000076293945
2023-02-14,4136.1298828125,3.760999917984009
2023-02-15,4147.60009765625,3.809000015258789
2023-02-16,4090.409912109375,3.8429999351501465
2023-02-17,4079.090087890625,3.828000068664551
2023-02-21,3997.340087890625,3.9549999237060547
2023-02-22,3991.050048828125,3.9230000972747803
2023-02-23,4012.320068359375,3.878999948501587
2023-02-24,3970.0400390625,3.9489998817443848
2023-02-27,3982.239990234375,3.921999931335449
2023-02-28,3970.14990234375,3.9159998893737793
2023-03-01,3951.389892578125,3.99399995803833
2023-03-02,3981.35009765625,4.072999954223633
2023-03-03,4045.639892578125,3.9639999866485596
2023-03-06,4048.419921875,3.9830000400543213
2023-03-07,3986.3701171875,3.9749999046325684
2023-03-08,3992.010009765625,3.9760000705718994
2023-03-09,3918.320068359375,3.924999952316284
2023-03-10,3861.590087890625,3.694999933242798
2023-03-13,3855.760009765625,3.515000104904175
2023-03-14,3919.2900390625,3.638000011444092
2023-03-15,3891.929931640625,3.492000102996826
2023-03-16,3960.280029296875,3.5850000381469727
2023-03-17,3916.639892578125,3.3949999809265137
2023-03-20,3951.570068359375,3.4809999465942383
2023-03-21,4002.8701171875,3.6059999465942383
2023-03-22,3936.969970703125,3.5
2023-03-23,3948.719970703125,3.4059998989105225
